new,ancient,0
shrink,grow,0
dirty,narrow,0.029258098
hole,agreement,0.029258098
island,task,0.029258098
chapter,tail,0.029258098
gun,fur,0.029258098
cliff,tail,0.029258098
ankle,window,0.029258098
princess,island,0.029258098
container,mouse,0.029258098
bad,great,0.05015674
terrific,mad,0.071055381
fresh,wide,0.071055381
absence,presence,0.071055381
belief,flower,0.071055381
endurance,band,0.071055381
flower,endurance,0.071055381
cent,size,0.071055381
liquor,century,0.071055381
hymn,straw,0.071055381
dentist,colonel,0.071055381
wife,straw,0.071055381
rice,boy,0.071055381
dollar,people,0.071055381
bath,balloon,0.071055381
stomach,bedroom,0.071055381
bicycle,bedroom,0.071055381
log,bath,0.071055381
ignore,explore,0.071055381
remind,sell,0.071055381
dumb,rare,0.104493208
huge,dumb,0.104493208
large,flexible,0.104493208
chapter,choice,0.104493208
trick,size,0.104493208
condition,boy,0.104493208
doctor,temper,0.104493208
presence,door,0.104493208
mouse,management,0.104493208
task,highway,0.104493208
night,chapter,0.104493208
gun,trick,0.104493208
bath,wife,0.104493208
people,cent,0.104493208
camera,president,0.104493208
deck,mouse,0.104493208
people,balloon,0.104493208
bowl,tail,0.104493208
give,steal,0.112852665
easy,tough,0.121212121
smart,dumb,0.133751306
dull,funny,0.133751306
spend,save,0.133751306
easy,difficult,0.146290491
sly,tough,0.146290491
bath,trick,0.146290491
cent,wife,0.146290491
course,stomach,0.146290491
woman,fur,0.146290491
apple,sunshine,0.146290491
sharp,dull,0.154649948
tiny,huge,0.154649948
unnecessary,necessary,0.167189133
forget,retain,0.167189133
create,destroy,0.167189133
bad,terrific,0.175548589
nice,cruel,0.183908046
hymn,conquest,0.188087774
fraternity,door,0.188087774
task,woman,0.188087774
task,straw,0.188087774
pollution,president,0.188087774
hole,wife,0.188087774
liquor,band,0.188087774
worker,camera,0.188087774
people,gun,0.188087774
enter,owe,0.188087774
bottom,top,0.196447231
weird,normal,0.204806688
modern,ancient,0.208986416
dumb,intelligent,0.217345873
agree,argue,0.225705329
find,disappear,0.225705329
lose,get,0.225705329
pupil,president,0.229885057
portray,notify,0.229885057
accept,reject,0.250783699
succeed,fail,0.250783699
old,fresh,0.267502612
difficult,simple,0.267502612
car,hose,0.267502612
remind,forget,0.267502612
fraternity,baseball,0.271682341
couch,baseball,0.271682341
give,know,0.271682341
bed,hospital,0.288401254
destroy,construct,0.288401254
forget,know,0.288401254
hard,easy,0.300940439
happy,mad,0.300940439
sad,funny,0.300940439
car,bridge,0.300940439
leave,enter,0.300940439
brother,soul,0.309299896
leave,appear,0.309299896
go,sell,0.309299896
modest,flexible,0.313479624
destruction,construction,0.313479624
choice,vein,0.313479624
meal,waist,0.313479624
arrange,require,0.313479624
bring,complain,0.313479624
wide,narrow,0.334378265
reality,fantasy,0.334378265
denial,confession,0.334378265
car,elevator,0.334378265
agree,differ,0.342737722
lose,keep,0.342737722
keep,give,0.342737722
ignore,ask,0.351097179
different,normal,0.355276907
heart,surgery,0.355276907
winner,presence,0.355276907
jail,choice,0.355276907
send,receive,0.355276907
easy,big,0.37199582
mouse,cat,0.37199582
car,gauge,0.376175549
school,law,0.376175549
salad,vinegar,0.376175549
steal,buy,0.376175549
great,awful,0.392894462
dumb,clever,0.392894462
do,quit,0.392894462
narrow,broad,0.39707419
honest,guilty,0.39707419
diet,apple,0.39707419
gun,dawn,0.39707419
forget,learn,0.39707419
portray,decide,0.39707419
butter,potato,0.413793103
bacon,bean,0.413793103
short,long,0.417972832
god,prey,0.417972832
oil,mink,0.417972832
box,cigar,0.426332288
wealth,poverty,0.434691745
happy,angry,0.438871473
apartment,furniture,0.438871473
begin,quit,0.438871473
water,salt,0.44723093
box,hat,0.44723093
box,elevator,0.455590387
arrive,leave,0.459770115
breathe,choke,0.476489028
hard,simple,0.480668757
house,carpet,0.480668757
biography,fiction,0.480668757
reality,illusion,0.49738767
chicken,rice,0.501567398
hip,lip,0.501567398
apple,sauce,0.501567398
give,deny,0.501567398
mad,glad,0.509926855
argument,agreement,0.509926855
disorganize,organize,0.509926855
receive,give,0.518286311
ignorance,intelligence,0.530825496
alley,bowl,0.543364681
old,new,0.564263323
arm,neck,0.564263323
beauty,age,0.564263323
encourage,discourage,0.564263323
accept,deliver,0.564263323
restless,young,0.57262278
dirty,cheap,0.57262278
lemon,tea,0.57262278
sinner,saint,0.57262278
author,reader,0.57262278
destroy,make,0.57262278
get,remain,0.57262278
ball,basket,0.601880878
hose,garden,0.601880878
river,valley,0.601880878
door,floor,0.601880878
door,kitchen,0.601880878
birthday,year,0.601880878
meat,bread,0.601880878
send,attend,0.601880878
floor,ceiling,0.626959248
borrow,sell,0.626959248
dog,cat,0.635318704
ball,glove,0.635318704
multiply,divide,0.635318704
accept,deny,0.635318704
formula,log,0.643678161
organize,become,0.643678161
borrow,want,0.643678161
god,devil,0.656217346
require,inquire,0.664576803
night,day,0.689655172
lawyer,banker,0.689655172
tower,bell,0.698014629
bar,jail,0.698014629
house,key,0.698014629
top,side,0.698014629
man,victor,0.698014629
boy,partner,0.698014629
bread,cheese,0.718913271
student,professor,0.718913271
sly,strange,0.727272727
door,cellar,0.727272727
fun,football,0.727272727
card,bridge,0.727272727
woman,secretary,0.731452456
get,put,0.731452456
happy,young,0.739811912
classroom,hallway,0.739811912
spoon,cup,0.748171369
strange,sly,0.76907001
book,topic,0.76907001
area,corner,0.76907001
apple,candy,0.773249739
nurse,scientist,0.773249739
money,pearl,0.781609195
boy,soldier,0.802507837
south,north,0.823406479
people,party,0.823406479
bell,door,0.823406479
adult,baby,0.831765935
give,borrow,0.831765935
boat,anchor,0.84430512
keep,borrow,0.84430512
sun,sky,0.852664577
chocolate,pie,0.852664577
wife,husband,0.865203762
foot,head,0.865203762
clothes,button,0.865203762
add,divide,0.865203762
game,trick,0.873563218
ball,costume,0.873563218
owe,lend,0.873563218
room,bed,0.886102403
meat,sandwich,0.886102403
arithmetic,rhythm,0.886102403
stomach,vein,0.886102403
boat,car,0.89446186
cat,rabbit,0.89446186
fragile,frigid,0.898641588
winter,summer,0.898641588
tax,income,0.898641588
hound,fox,0.898641588
happiness,luck,0.898641588
dog,horse,0.898641588
street,car,0.898641588
ceiling,cathedral,0.915360502
go,come,0.915360502
come,bring,0.915360502
pact,condition,0.927899687
rough,frigid,0.936259143
sunset,sunrise,0.936259143
head,nail,0.936259143
word,newspaper,0.936259143
take,leave,0.936259143
pot,appliance,0.961337513
bone,neck,0.961337513
word,clue,0.961337513
friend,mother,0.961337513
leave,remain,0.961337513
comprehend,satisfy,0.96969697
car,horn,0.978056426
motor,boat,0.978056426
ball,cannon,0.982236155
home,state,0.982236155
book,theme,0.982236155
father,daughter,0.998955068
friend,teacher,0.998955068
roof,floor,0.998955068
wall,decoration,0.998955068
borrow,beg,0.998955068
try,think,0.998955068
bring,restore,0.998955068
BOAT,summer,1
CHURCH,organ,1
bottom,side,1.003134796
kill,defend,1.003134796
become,seem,1.003134796
BANK,cheque,1.003787879
BEER,chips,1.003787879
cake,vanilla,1.003787879
CHURCH,choir,1.003787879
COW,field,1.003787879
dog,treat,1.003787879
WITCH,pumpkin,1.003787879
BEE,queen,1.007575758
BEER,foam,1.007575758
BOAT,tubing,1.007575758
cake,party,1.007575758
CAMEL,spit,1.007575758
CAR,crash,1.007575758
CAT,tree,1.007575758
CHEF,waiter,1.007575758
CIRCUS,acrobat,1.007575758
COW,calf,1.007575758
dog,park,1.007575758
FLY,garbage,1.007575758
HANDS,palms,1.007575758
HONEY,plastic_bottle,1.007575758
KNIFE,dinner,1.007575758
LEASH,control,1.007575758
MECHANIC,engine,1.007575758
MILK,grocery_store,1.007575758
PLATE,kitchen,1.007575758
SCHOOL,lockers,1.007575758
AIRPLANE,luggage,1.011363636
APPLE,leaf,1.011363636
BAKER,muffins,1.011363636
BANK,loan,1.011363636
BANK,customer,1.011363636
BEE,black,1.011363636
CAGE,key,1.011363636
CAKE,presents,1.011363636
CAMEL,Arabs,1.011363636
CASTLE,bridge,1.011363636
CAT,couch,1.011363636
CHEESE,pasta,1.011363636
DRAGON,teeth,1.011363636
FISH,worm,1.011363636
FLOWER,tree,1.011363636
ICE-CREAM,child,1.011363636
KING,knights,1.011363636
MECHANIC,fixing,1.011363636
MECHANIC,uniform,1.011363636
POSTMAN,uniform,1.011363636
SHEEP,dogs,1.011363636
SHIP,passenger,1.011363636
SHIP,flag,1.011363636
TREE,trunk,1.011363636
VASE,pretty,1.011363636
modest,ashamed,1.011494253
wagon,container,1.011494253
AIRPLANE,runway,1.015151515
AXE,handle,1.015151515
BANK,guard,1.015151515
BED,duvet,1.015151515
BEE,bear,1.015151515
BEER,keg,1.015151515
BOAT,dock,1.015151515
BOAT,paddles,1.015151515
BOY,friend,1.015151515
cake,fork,1.015151515
CAR,radio,1.015151515
CHICKEN,barn,1.015151515
CHURCH,prayer,1.015151515
COMPUTER,facebook,1.015151515
COMPUTER,printer,1.015151515
DOG,tail,1.015151515
FLY,germs,1.015151515
GIFT,joy,1.015151515
GIRL,school,1.015151515
ICE-CREAM,truck,1.015151515
KEY,heart,1.015151515
KEY,safe,1.015151515
LEASH,neck,1.015151515
